,result idx,result mask idx,comparison result idx,comparison result mask idx,x distance,y distance,x distance per frame,shape * similarity
0,0,0,1,0,-61.84884527549724,-42.593784159779375,61.84884527549724,1.6320535
1,0,0,2,0,-123.51374920689946,-56.33032316633148,61.75687460344973,2.6595685
2,0,0,3,0,-185.74866875614626,-48.57093734864429,61.91622291871542,3.1012552
3,0,0,4,0,-244.17156115670966,-58.968726290962536,61.042890289177414,4.318283
4,0,0,4,1,111.38913453967481,-249.9084358037332,27.847283634918703,39.75715
5,0,0,5,0,84.20133673864923,-49.27674930467299,16.840267347729846,20.106539
6,0,0,6,0,16.135803066649288,-41.95806222971237,2.6893005111082147,27.577658
7,0,0,7,0,-52.6984783579972,-49.42794162485586,7.528354051142458,10.064502
8,0,0,8,0,-114.25030968617821,-38.00842863784288,14.281288710772277,40.575996
9,0,0,8,1,86.94650369247266,-242.18708136722734,10.868312961559083,20.439663
10,1,0,2,0,-61.66490393140222,-13.736539006552107,61.66490393140222,1.6106133
11,1,0,3,0,-123.89982348064902,-5.977153188864918,61.94991174032451,1.9872154
12,1,0,4,0,-182.32271588121242,-16.37494213118316,60.77423862707081,3.2999837
13,1,0,4,1,173.23797981517205,-207.31465164395382,57.74599327172402,30.363035
14,1,0,5,0,146.05018201414646,-6.682965144893615,36.512545503536614,15.323437
15,1,0,6,0,77.98464834214653,0.6357219300670067,15.596929668429306,21.532402
16,1,0,7,0,9.150366917500037,-6.834157465076487,1.5250611529166729,8.9252405
17,1,0,8,0,-52.40146441068097,4.585355521936492,7.485923487240139,29.168844
18,1,0,8,1,148.79534896796991,-199.59329720744796,21.256478423995702,15.122037
19,1,0,9,0,-117.79696970613625,1.426115331983965,14.724621213267032,9.09273
20,2,0,3,0,-62.2349195492468,7.759385817687189,62.2349195492468,1.5717036
21,2,0,4,0,-120.6578119498102,-2.638403124631054,60.3289059749051,2.7826023
22,2,0,4,1,234.90288374657428,-193.57811263740172,117.45144187328714,34.383984
23,2,0,5,0,207.7150859455487,7.053573861658492,69.23836198184956,17.692823
24,2,0,6,0,139.64955227354875,14.372260936619114,34.91238806838719,23.974081
25,2,0,7,0,70.81527084890226,6.90238154147562,14.163054169780452,9.741486
26,2,0,8,0,9.26343952072125,18.3218945284886,1.5439065867868749,30.86733
27,2,0,8,1,210.4602528993721,-185.85675820089585,35.07670881656202,17.522972
28,2,0,9,0,-56.13206577473403,15.162654338536072,8.01886653924772,9.580934
29,2,0,10,0,217.63379977262184,2.731918052074093,27.20422497157773,4.7605414
30,2,0,10,1,-115.23917881370664,26.127481995851497,14.40489735171333,6.3057265
31,3,0,4,0,-58.4228924005634,-10.397788942318243,58.4228924005634,1.3850561
32,3,0,4,1,297.1378032958211,-201.3374984550889,297.1378032958211,31.364372
33,3,0,5,0,269.9500054947955,-0.7058119560286968,134.97500274739775,16.016012
34,3,0,6,0,201.88447182279555,6.612875118931925,67.29482394093185,24.579128
35,3,0,7,0,133.05019039814906,-0.857004276211569,33.262547599537264,8.5966015
36,3,0,8,0,71.49835906996805,10.56250871080141,14.299671813993609,29.184551
37,3,0,8,1,272.6951724486189,-193.61614401858304,54.53903448972378,16.178492
38,3,0,9,0,6.1028537745127664,7.403268520848883,1.0171422957521277,8.828402
39,3,0,10,0,279.86871932186864,-5.027467765613096,39.981245617409805,3.8074434
40,3,0,10,1,-53.00425926445985,18.368096178164308,7.572037037779978,5.31571
41,3,0,11,0,208.6908132930884,13.348292425452541,26.08635166163605,2.2463484
42,3,0,11,1,316.5062682768368,43.61572896266466,39.5632835346046,49.596302
43,4,0,5,0,328.3728978953589,9.691976986289546,328.3728978953589,18.277412
44,4,0,6,0,260.30736422335895,17.010664061250168,130.15368211167947,28.193686
45,4,0,7,0,191.47308279871245,9.540784666106674,63.82436093290415,10.825228
46,4,0,8,0,129.92125147053144,20.960297653119653,32.48031286763286,32.381718
47,4,0,8,1,331.1180648491823,-183.2183550762648,82.77951621229558,18.728794
48,4,0,9,0,64.52574617507616,17.801057463167126,12.905149235015234,11.430792
49,4,0,10,0,338.29161172243204,5.370321176705147,56.381935287072004,4.0416536
